FACID,FNAME,302_CONTACT,302_PHONE,PRIMARY_CONTACT,PRIMARY_CONTACT_PHONE,PRIMARY_CONTACT_24HR,SECONDARY_CONTACT,SECONDARY_CONTACT_PHONE,SECONDARY_CONTACT_24HR
96479,TPW Petersburg LLC,Leon Wagner,515-338-0373,Leon Wagner,402-386-5836,515-338-0373,Jimmy Delgado,713-263-8166,832-754-1407
96480,Laredo Ridge Wind Farm,Brian Dozler,402-402-7411,Brian Dozler,402-386-5217,402-402-7411,Ryan Nielsen,,480-431-1250
96987,Aurora Co-op Fuel Depot,James Holliday,402-694-7713,Josh Carson,,970-821-5469,Tom Bogenrief,402-362-6888,402-469-9327
97086,Farmers Cooperative,Jamie Sand,402-520-0230,Brian Irwin,402-742-3311,402-239-7298,Brent Colgrove,402-239-2327,
97327,ADM Grain Company,Josh Patten,402-540-9997,Josh Patten,402-928-0126,402-540-9997,Naseef M Azan,402-447-9990,608-408-9534
97502,ADM Grain Company,Paul W Johnson,402-928-0661,Paul W Johnson,402-447-9990,402-928-0661,Megan Coover,402-447-9990,402-580-5751
97693,Verizon Wireless,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
97811,Wells Flying Svc & Nutrien Ag,Matthew Deyle,308-920-2588,Matthew Deyle,308-995-4646,308-920-2588,Michael Hoins,308-995-4646,308-289-4242
97865,NDOT Salt Brine Storage Yard,Michael T Mattison,402-326-0470,Seth Luse,402-780-6462,402-326-0826,Robert Rankin,402-471-0850,402-416-0598
97897,TC Energy Corporation Pump Sta,Virgil Pfennig,402-889-7383,Ryan Berger,918-581-1902,918-285-6174,Virgil Pfennig,402-492-1415,402-889-7383
97915,Bosselman Energy Inc,Troy Klanecky,308-382-4173,Frederick A Bosselman,308-381-6900,308-380-0779,Mike Epp,308-398-6368,402-705-8301
97969,NatureWorks LLC,W Curtis Dean,402-237-3844,W Curtis Dean,402-237-3811,402-237-3844,Craig E Bossert,402-237-3821,402-237-3844
97971,NDOT Harrisburg Yard,Jim D Land,308-235-9274,Jim D Land,308-254-6932,308-235-9274,Ryan J Labeau,308-253-2413,308-280-0173
97972,NDOT Lodgepole Yard,Jim D Land,308-235-9274,Jim D Land,308-254-6932,308-235-9274,Steve Anest,308-254-6932,308-249-1801
97973,NDOT Potter Yard,Jim D Land,308-235-9274,Jim D Land,308-254-6932,308-235-9274,Steve Anest,308-254-6932,308-249-1801
97974,NDOT Salt Brine Storage Yard,Tim R Koenig,402-887-5441,Gary L Park,402-887-5441,402-860-3697,Anthony T Tschirren,402-887-5441,402-750-6009
97975,NDOT Salt Brine Storage Yard,Tim Koenig,402-649-6078,Gary L Park,402-887-5441,402-860-3697,Anthony T Tschirren,402-887-5441,402-750-6009
97977,NDOT Salt Brine Storage Yard,Kevin Schrage,402-369-0807,Kevin Schrage,402-254-6517,402-369-0807,Jennifer Faling,402-494-6826,402-369-2656
97979,NDOT Madison Yard,Austin Mrsny,402-649-6078,Daniel L McDonald,402-923-1141,402-270-6508,Austin Mrsny,402-750-5223,402-649-6078
97981,NDOT Salt Brine Storage Yard,Lance M Gillen,308-340-7316,Lance M Gillen,308-345-8495,308-340-7316,Levi C Baughman,308-345-8495,308-340-7316
97983,NDOT Brunswick Yard,Tim R Koenig,402-370-3470,Curtis J Bolling,,402-750-6018,Anthony T Tschirren,402-887-5441,402-750-6009
97984,NDOT Beatrice 112-77 Jct,Terry A Likens,402-239-0582,Terry A Likens,402-223-6605,402-239-0582,Todd Cecrle,402-471-0850,402-326-0918
97986,Aurora Co-op Equalizer Whse,James Holliday,402-694-7713,Mike Shaw,402-462-4088,402-984-4695,Trevor Schaefer,402-462-4088,402-984-4695
97991,Jessen 34-15,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
97992,Jessen 23-15,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
97993,Reader 21-11,Shera A Smith,303-709-6158,Chris A Smith,303-709-6158,303-709-6157,Gary Franklin,,308-235-5794
97997,Faimon Lease,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
97999,Patrick Lease,Dana Wreath,316-215-1220,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
98004,Williams 1 Lease,Anthony Cook,412-977-0602,Gary Franklin,,303-709-6157,Joe Fennel,,308-235-3948
98031,Paulsen Inc Ready-Mix SE,Carlos Avalos,308-529-5470,Carlos Avalos,308-784-3333,308-529-5470,Jacob T Rush,308-784-3333,308-325-9825
98280,Central Valley Ag,Danny Beal,800-535-5053,Danny Beal,402-256-1200,800-535-5053,Ethan Ankey,402-369-7674,800-535-5053
98401,Buel Trucking Inc,James M Buel,402-430-2834,James M Buel,402-781-2187,402-430-2834,Jay C Buel,402-781-2187,402-430-1901
98402,NDOT Salt Brine Storage Yard,Zachary A Statema,402-369-1293,Zachary A Statema,402-494-6826,402-369-1293,Kevin Domagala,402-887-5441,402-750-7520
98409,Central Valley Ag,Ben Beagle,800-535-5053,Ben Beagle,402-760-2051,800-535-5053,Chris Clingman,785-534-9905,800-535-5053
98547,Gerhold Concrete Co,Concepcion Ortiz,712-252-1807,Ed Beckwith,402-372-3200,402-380-0457,Thomas Silknitter,,402-378-0146
98551,Lyman-Richey Sand & Gravel 45,Bryan Campbell,402-510-9086,Brett Lawton,,402-350-7998,Jake Bergren,,402-306-1030
98611,"Bull Canyon 1,2,5",Joe Forma,603-944-8253,Joe Forma,603-427-2099,603-944-8253,Connor Vincent,,308-230-0144
98614,West McDaniel / Kosch 1,Joe Forma,603-944-8253,Joe Forma,603-427-2099,603-944-8253,Connor Vincent,,308-230-0144
98732,Sidney Sand & Gravel Plant,James Farinha,307-282-0809,Brandon Chaon,,308-254-8458,Matt Hinders,641-229-6978,641-229-1245
98810,OPPD Substation No 1366 6866,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2308,402-309-5957
98875,Tri-State Generation & Trans,Lucio Guevara Mendoza,800-230-6180,Lucio Guevara Mendoza,303-452-6111,800-230-6180,Andy Berger,303-452-6111,800-230-6180
99252,Timberline Energy LLC,Ryan Nelson,402-802-0206,Ryan Nelson,402-802-0206,,Shawn Conway,407-349-9428,407-402-5927
99403,Central Valley Ag,Jeff Krebs,800-535-5053,Jeff Krebs,402-750-4410,800-535-5053,Ross Becklun,402-340-6477,800-535-5053
99431,Gavilon Fertilizer LLC,Tracy L Baker,308-737-7804,Tracy L Baker,308-423-2203,308-737-7804,Michael T Edwards,308-423-2203,308-882-0021
99438,Broken Bow Wind I,Brian Dozler,402-741-1172,Brian Dozler,402-386-5217,402-402-7411,Ryan Nielsen,,480-431-1250
99552,Gerhold Concrete Co,Concepcion Ortiz,712-252-1807,Will Walker,402-254-6622,402-337-9048,Thomas Silknitter,,402-378-0146
99634,NDOT Chadron Yard,Corby R Wilson,308-207-5913,John Lutz,308-436-6587,308-279-0698,Karl Witt,308-432-6144,308-430-4912
99782,Central Valley Ag,Chris Winkelbauer,800-535-5053,Chris Winkelbauer,402-360-2449,800-535-5053,Tristan Miller,402-640-7042,800-535-5053
99854,Verizon Wireless 19 & Holdrege,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
99963,TriCounty Ag Service Inc,Patrick J Rocheford,402-562-0991,Patrick J Rocheford,402-352-3680,402-562-0991,Steven R Nelson,402-352-3680,402-720-3774
100036,Crofton Bluffs Wind Farm,Dana Brazel,308-470-1725,Dana Brazel,402-373-2180,308-470-1725,Ryan Nielsen,,480-431-1250
100287,Central City Ready Mix Plant,Travis Brandt,402-366-9805,Kraig Kuhnel,402-362-8163,402-366-4015,Joel Woita,402-434-7439,
100649,Unverferth Manufacturing Co,David Unverferth,419-303-4436,Karen Reeves,308-324-1502,308-320-0857,Rocky Coons,,308-215-0335
100722,Titan Machinery Inc,,,Chad Fisher,308-455-4487,308-883-2572,Monte Wagner,308-455-4487,308-340-6686
100809,Sam's Club 4873,David M Einolf,971-678-8111,Caleb Perrine,402-875-6902,479-204-3911,Wal Mart Alarm Central,800-530-9924,479-204-3911
100823,Bell Lumber & Pole Company,Joseph Pringle,308-249-5078,Joseph Pringle,308-254-1133,308-249-5078,Taylor Brown,308-254-1133,308-250-0607
100906,Fidelity Investments Data Ctr,W Craig Ball,402-651-6703,W Craig Ball,402-938-9008,402-651-6703,Art Malenfant,402-938-9015,402-981-2142
100973,Thompson Lease,,,Todd Pivonka,970-590-5617,970-227-6069,Terrin Pivonka,970-667-9861,970-396-7537
100994,OPPD Substation No 1398,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2308,402-309-5957
101109,Extreme Ag Inc,Brad Farr,308-440-2652,Brad Farr,308-697-4094,308-440-2652,Troy Westadt,308-697-4094,308-340-9768
101472,American Eagle Airlines,Crystal Fenster,628-275-3124,Crystal Fenster,308-380-8451,628-275-3124,Cliff Coll,817-967-9699,817-941-6635
101495,Sapp Bros Petroleum Inc,Randy Benson,402-679-1390,Greg Robinson,402-662-4435,402-230-8605,Kevin Meyer,402-662-4435,402-239-7481
101523,NDOT Salt Brine Storage Yard,Jennifer Faling,402-369-2656,Kenneth J Neuhalfen,402-256-3711,402-369-1291,Jennifer Faling,402-375-7070,402-369-2656
101547,CHS Inc,Gary Perowitz,320-287-3109,Thomas Vacura,308-995-8626,308-655-1745,Jeff Ernstmeyer,308-996-8626,308-991-3180
101553,NDOT Shelton Yard,Ben Merchant,308-379-5129,Ron Griggs,308-865-5430,308-390-0178,Dave F Carroll,308-452-4222,308-390-0175
101562,Union Pacific Railroad,Thomas G Cappucci,307-778-3246,addressee UPRR RMCC,,888-877-7267,addressee UPRR RMCC,,888-877-7267
101651,Med Trans - Air Link,Derrick Taylor,972-829-8421,Mark McGurk,,308-220-8694,Jeremy Sanderson,,307-214-6569
101667,Sadoff Iron & Metal Company,Jerry Heitman,920-960-3594,Steve Napoleone,402-470-2510,920-980-9885,Steve Blankenbaker,402-470-2410,402-217-0301
101686,Winfield United,Aaron McCord,513-405-3417,Aaron McCord,308-284-4000,513-405-3417,Joel Huser,308-284-4000,612-865-5888
101703,Verizon Wireless Forest Lawn,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
101746,NDOT Palisade Yard,Brent M Rogers,308-340-7305,Brent M Rogers,308-285-3651,308-340-7305,Kerry Scott,308-340-8453,308-340-8130
101752,OPPD Substation No 1367,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2308,402-309-5957
101756,Rawhide Chemoil Inc,Jennifer Assmann,800-633-8253,Jennifer Assmann,402-721-7601,800-633-8253,Megan Moes,402-721-7601,402-350-2009
101767,Airgas USA LLC,Daniel Szymaszek,920-572-6377,Johnie Andrews,402-466-3235,866-734-3438,Emergency Phone Number,,866-734-3438
101768,Jiffy Lube 3439,Lillian Nicholson,972-812-7910,Richard Carver,972-812-7900,972-812-7967,Lillian Nicholson,,972-812-7910
101769,Jiffy Lube 3440,Lillian Nicholson,972-812-7910,Richard Carver,972-812-7900,425-791-2204,Lillian Nicholson,,972-812-7910
101780,Anderson 32-29,Shera A Smith,303-709-6158,Shera A Smith,303-709-6158,,Christopher Smith,303-709-6158,303-709-6157
101781,Anderson 24-29,Shera A Smith,303-709-6158,Shera A Smith,303-709-6158,,Christopher Smith,303-709-6158,303-709-6157
101792,Ansley HT Lease,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
101794,State of Nebraska 16-13,Samuel M Bradley,970-593-8626,Michael T Bradley,,970-222-7530,Samuel M Bradley,,970-593-8626
101798,GFL Environmental Services USA,Honesto Parscale,816-708-9010,Honesto Parscale,816-556-6641,816-708-9010,Jorge Gonzalez,855-631-7867,877-876-3835
101804,OPPD Substation No 979,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2630,402-309-5957
101805,OPPD Substation No 1297,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2308,402-309-5957
101806,OPPD Substation No 6846,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2630,402-309-5957
101811,US AutoForce,Beth Nantelle,920-562-6264,Mike Mealey,920-268-0016,402-676-8087,Jack Gillispie,,402-281-8755
101829,Drain 1-8,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
101830,Faimon B 1-31,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
101838,O'Byrne C 1-5,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
101847,Richard 1-20,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
101848,Stamm 1-25 & A 1-24,,,Buck Salas,785-462-6781,785-567-7138,Rob Kramer,316-267-3241,316-712-2345
101907,Kim Lease,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
101908,Phyllis Lease,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
101909,Paula Lease,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
101910,Hawkinson,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
101996,OPPD Substation No 6815,Luke P Haner,531-226-2335,Jeremy A Bowers,531-226-2430,402-320-4220,Megan B Seymour,531-226-2308,402-309-5957
102110,Hornady Manufacturing Inc,Matthew L Spencer,308-382-1390,Matthew L Spencer,308-382-1390,,Jeremy Aldridge,308-382-1390,308-380-0479
102233,Kimball Batch Plant,James Farinha,307-282-0809,Susan Lane,308-235-2667,308-383-3581,Matt Hinders,641-229-6978,641-229-1245
102257,Nutrien Ag Solutions,Tim O'Callaghan,402-200-0054,Tim O'Callaghan,402-365-7216,402-200-0054,Kolby Finke,402-365-7216,402-469-6073
102258,Nutrien Ag Solutions,Kolby Finke,402-469-6073,Kolby Finke,402-365-7216,402-469-6073,Tom Dahl,402-365-7216,402-200-0053
102340,Nebraska Bull Service,Fred Smith,308-737-1006,Fred Smith,308-345-2900,308-737-1006,Michelle Townsend,308-345-2900,308-737-7350
102378,Bridgeport Batch Plant,James Farinha,307-282-0809,Mark Staman,308-632-2441,308-641-0015,Matt Hinders,641-229-8175,641-229-1245
102408,Anew Fuel Services LLC,Mike Hotchkiss,308-737-0409,Mike Hotchkiss,308-697-3953,308-737-0409,Tyler Sewell,308-697-3069,303-994-6457
102413,Steele Flats Wind Energy Ctr,Brandon Hubbard,785-713-9285,Brandon Hubbard,,785-713-9285,Nathan Schuessler,,785-541-0277
102439,Legacy Coop,Heath Hampton,308-360-1165,Chad Conard,308-762-2955,808-754-4472,Skip Kelley,308-632-5301,308-630-5231
102458,Agility Fuel Solutions Wrhse,Eric E Fong,531-810-1160,Eric E Fong,,531-810-1160,Jeff L Cerny,,308-207-5715
102683,Northern Natural Gas Company,William Banks,712-366-7184,OCC Emergency Line,,888-367-6671,Scott Mayer,402-530-2160,888-367-6671
102742,Republic National Distributing,David Redding,402-599-9879,David Redding,402-597-7253,402-599-9879,Brad Ashley,402-339-9100,
102743,Student Transportation-America,Kevin Pinkleman,402-224-0219,Kevin Pinkleman,402-933-0661,402-224-0219,Tammy Miller,402-991-8882,402-203-7059
102851,QC Supply,Mike Corgan,402-352-3167,Tom McBride,402-352-3167,402-352-3820,Aubry Castillo,402-352-4141,402-841-7466
102921,Verizon Wireless Dubois Rptr,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
103094,Gerhold Concrete Co Portable,Matt Anderson,402-557-4892,Troy Kohls,,402-321-3201,Matt Anderson,402-556-3600,402-557-4892
103360,Sam's Club 6181-00,David M Einolf,971-678-8111,Christi Reynolds,402-686-2379,479-204-3911,Wal Mart Alarm Central,800-530-9924,479-204-3911
103389,Milligan 1 Wind Farm,Alexander Hezlep,310-922-4459,Stirling Sanchez,,806-654-5533,Alexander Hezlep,310-427-0942,310-922-4459
103666,Tallgrass Pony Exprss Pipeline,Danielle Mateyka,303-763-3471,Nathan Cerecero,,620-655-1752,Jeremy Sauer,785-543-3016,785-543-8215
103668,NDOT Lamar Yard,Chris Towns,308-882-8970,Chris Towns,308-882-4252,308-882-8970,Kerry Scott,308-340-8328,308-340-8130
103669,NDOT Wauneta Yard,Chris Towns,308-882-8970,Chris Towns,308-882-4252,308-882-8970,Kerry Scott,308-340-8328,308-340-8130
103697,Guardian Flight EM 031,Derrick Taylor,972-829-8421,Ryan Gochoel,,316-347-1606,Tedd Delsing,,316-347-1606
103718,Windstream Communications,Gary Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
103724,Central Valley Ag,Doug Eisenmenger,800-535-5053,Josh Hoffmann,402-366-5624,800-535-5053,Steve Norquest,402-366-7450,800-535-5053
103725,BASF Hefty Seed West Point,Jacob Gubbels,402-380-7729,Mark Wooldrick,402-372-9900,402-380-8560,Jacob Gubbels,402-372-9900,402-380-7729
103739,CC ATT Dakota City IASC,Don Snyder,800-788-7011,Network Operations,724-416-2000,800-788-7011,Don Snyder,724-416-2470,800-788-7011
103763,Cooperative Producers Inc,Brian Pahl,402-984-7268,Brian Pahl,402-744-0720,402-984-7268,Mike Battin,402-744-0652,785-421-8327
103764,WESTCO Western Aviation,David W Briggs,308-762-3112,David Shields,,308-631-1446,Austin Uhrig,308-762-3112,308-249-4210
103765,WESTCO Western Aviation,David W Briggs,308-762-3112,David Shields,,308-631-1446,Austin Uhrig,308-762-3112,308-249-4210
103788,Keckler Oil Company Inc,Joni L Keckler,402-209-1445,Joni L Keckler,402-267-3255,402-209-1445,Jace R Keckler,402-267-3255,402-209-0023
103792,AT&T,Andrew Strom,612-615-3259,Andrew Strom,,612-615-3259,Jeremy McGrue,214-464-1712,800-566-9347
103795,Ferguson Enterprises Inc,Scott Johnson,402-778-7344,Scott Johnson,402-330-1203,402-778-7344,HazMat/Chemical Spill Hotline,,866-951-9830
103808,Charter Communications NE26155,Steve Beaman,432-661-9722,Martin Kovarik,308-698-1701,308-440-8673,Matthew McAdams,512-485-1481,720-635-6540
103832,Action Batteries Unlimited Inc,Edward L Fuxa,402-493-2486,Gwyn M Fuxa,402-339-1667,402-677-1105,Edward L Fuxa,402-339-1667,402-493-2486
103836,Brandt 27-1,Robert Taft,402-245-8328,Robert Taft,402-245-8328,,Steven W Sigler,330-246-8847,330-466-2852
103837,Brandt Unit 27-2,Robert Taft,402-245-8328,Robert Taft,402-245-8328,,Steven W Sigler,330-246-8847,
103838,Georges Unit 27-1,Robert Taft,402-245-8328,Robert Taft,402-245-8328,,Steven W Sigler,330-466-2952,
103841,Aurora Agronomy,James Holliday,402-694-7713,Lisa Hlavac,,308-539-4623,Cole Opbroek,,402-984-4128
103845,Sutton Lease,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
103846,Cheryl Tank Battery,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
103847,Cheryl East Tank Battery,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
103848,Cheryl North Tank Battery,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
103892,CHS Holdrege Station,Charles W Hayes,620-960-7817,Casey Seirer,620-793-3111,785-445-2352,Ken Smolik,620-793-3111,620-793-0990
103927,Broken Bow Wind II,Rylan Everett,308-212-0719,Craig T Sheridan,308-212-0830,,Jodi Spotanski,308-212-0698,
104040,Kearney Crete & Block Company,Kelly Naslund,308-698-1150,Dawna Orada,308-698-1165,,Jennifer Koenig,402-434-7441,308-940-3172
104098,Tractor Supply Co 0399,Steve Legier,386-547-0921,Jason Sangl,402-786-6131,402-212-2337,Steve Legier,402-786-6102,386-547-0921
104105,Cass County Highway Dept Shop,Chad Korte,402-267-6765,Lenny R Thorne,402-296-9353,,Jerry Fleischman,402-296-9353,402-297-2534
104527,Adams Industries Inc,Patrick T Von Seggern,308-249-6690,Patrick T Von Seggern,308-221-1386,308-249-6690,Justin Loghry,402-268-1052,308-249-5129
104779,Titan Machinery Inc,,,Steve Barger,402-733-3700,308-850-1052,Terry Smith,402-733-3700,402-253-5702
104827,Monolith Product Warehouse,Eric Barth,402-641-6107,Scott Hollman,,402-430-1632,Eric Barth,402-817-3235,402-641-6107
104964,Verizon Wireless 48 & Harrison,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
105102,Verizon Wireless Rocks Rd,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
105553,West Central Inc,Thomas Garris,402-405-1292,Thomas Garris,402-470-0437,402-405-1292,Brandie Rankin,,217-218-8282
105586,Love's Travel Stop 625,,,General Manager 625,308-254-4832,405-242-2543,Chris Weldon,405-302-6673,405-242-2543
105606,TransCanada Keystone Pipeline,Virgil Pfennig,402-889-7383,Ryan Berger,918-581-1902,918-285-6174,Virgil Pfennig,402-492-1415,402-889-7383
105633,Love's Travel Stop 631,,,Store 631 General Manager,402-359-2399,405-242-2543,Chris Weldon,405-749-1744,405-242-2543
105634,NDOT Oconto Yard,Brady L Rosenblad,308-520-5591,Brady L Rosenblad,308-858-4403,308-520-5591,Clifford V Bryan,308-872-6733,308-530-3092
105657,Central Valley Ag,Justin D Hoeppner,800-535-5053,Justin D Hoeppner,402-841-0874,800-535-5053,Scott Greiner,402-360-0924,800-535-5053
105709,State Grand Tank Battery,Emily M Hundley-Goff,303-623-4565,Emily M Hundley-Goff,303-623-4565,,William T Goff,303-623-4565,303-249-0430
105715,Charter Communications NE22072,Steve Beaman,432-661-9722,Phillip Wannarka,402-421-0324,402-432-8254,Matthew McAdams,512-485-1481,720-635-6540
105719,Farmers Pride Propane,Dawn Pochop,402-675-1775,Bryan Daum,402-675-2375,402-649-3152,Brent Andersen,402-675-2375,307-660-6122
105720,Farmers Pride Propane,Dawn Pochop,402-675-1775,Bryan Daum,402-675-2375,402-649-3152,Brent Andersen,402-675-2375,307-660-6122
105722,Farmers Pride Propane,Dawn Pochop,402-675-1775,Chuck Suing,402-256-3422,402-518-0862,Bryan Daum,402-675-2375,402-649-3152
105724,Farmers Pride Propane,Dawn Pochop,402-675-1775,Bryan Daum,402-675-2375,402-649-3152,Steve Ainsworth,402-454-2999,402-649-9782
105725,Farmers Pride Bulk Fuel,Dawn Pochop,402-675-1775,Bryan Daum,402-675-2375,402-649-3152,Steve Ainsworth,402-454-2999,402-649-9782
105728,Farmers Pride Propane,Dawn Pochop,402-675-1775,Kip Voss,402-568-2222,402-336-7738,Bryan Daum,402-675-2375,402-649-3152
